cmip,model,x,y
3,CCCMA-CGCM3.1,0.6833132983712237,3.3908876899787264
3,CCCMA-CGCM3.1-T63,0.7254197434644193,3.3937219491700623
3,CSIRO-Mk3.0,0.8116141134199019,3.0902894945682258
3,GFDL-CM2.0,0.9389241885840347,2.884055458116318
3,GFDL-CM2.1,1.1991585315913929,3.3868863828850757
3,GISS-E-H,2.1108043486876,2.691325833105481
3,GISS-E-R,1.799216654997953,2.685824035851712
3,IAP-FGOALS1.0-g,1.2744547628168714,2.2831925095531203
3,INM-CM3.0,2.026591458501209,2.081793385839374
3,IPSL-CM4,1.004478144278147,4.387046435168822
3,MIROC3.2-HIRES,0.7435833080144252,4.270341644937346
3,MIROC3.2-MEDRES,0.17291713451605661,3.985748677901448
3,MIUB-ECHO-G,0.6086775604021084,3.183486605624504
3,MPI-ECHAM5,0.9209257473481196,3.3850524504671524
3,MRI-CGCM2.3.2a,0.23137078770425756,3.1901554507805883
3,NCAR-CCSM3.0,1.4002787281541855,2.6946602556835235
3,NCAR-PCM1,2.5029722196536373,2.076458309714506
3,UKMO-HadCM3,0.5381699052852672,3.2900214069929508
3,UKMO-HadGEM1,0.49276099391025224,4.386046108395409
5,ACCESS1.0,0.9876355662408688,3.439570259618142
5,ACCESS1.0,0.7746264910635263,3.772679075164554
5,BCC-CSM1.1,1.4349546241132876,2.865882855065988
5,BNU-ESM,1.5627600692196932,4.096451507492447
5,CCSM4,1.285187778232784,2.9032283879400604
5,CNRM-CM5,1.565071795616967,3.2275009836546604
5,CSIRO-Mk3.6.0,0.9752513176840466,3.973077872104888
5,CanESM2,0.9032575527403868,3.6671446005695194
5,FGOALS-g2,1.1484656741654666,3.4432381244539885
5,GFDL-CM3,1.4910965509042153,3.942567905515802
5,GFDL-ESM2G,1.0634271674086206,2.365886189488566
5,GFDL-ESM2M,1.5299005297155914,2.387226493988036
5,GISS-E2-H,2.5440879248622874,2.2855266053577497
5,HadGEM2-ES,1.0427867531472503,4.533094144087069
5,INM-CM4,2.0581300114925827,2.0711232335896392
5,IPSL-CM5A-LR,1.0257790517958814,4.07527792412188
5,IPSL-CM5B-LR,1.3368713755432557,2.571953504811572
5,MIROC-ESM,0.001023764547363932,4.629959119979193
5,MIROC5,0.6620123908534896,2.688658295043047
5,MPI-ESM-LR,0.5223180671325346,3.5849510840207803
5,MPI-ESM-MR,0.6263457550098412,3.429066828497309
5,MPI-ESM-P,0.4073922405252242,3.409893898673567
5,MRI-CGCM3,1.8788060923897971,2.580289561256677
5,NorESM1-M,0.9182837743226644,2.8213683136491254
